,ID,Name,Formula,Fluxes,RedCosts,Sensi,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,DM_10fthf5glu,10-formyltetrahydrofolate-[Glu](5) Demand,10fthf5glu[cA] --> ,0.0,91.34264150943488,-45.67132075471744,0.0009363236832499123,1.5017352725329425e-09,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.2271540352755245e-05,-0.007288075025713045,0.0012185703773194905,0.0005027010693880184,-3.306492704746554e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.0072843896316852575,0.0018315345776853378,0.0008831317329846502,9.971196765369364e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.006550321189732261,0.0013592370811794333,0.0006444302208647005,-2.6298860802588944e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.0064810217857781465,0.0014292764361675502
1.0,DM_10fthf6glu,10-formyltetrahydrofolate-[Glu](6) Demand,10fthf6glu[cA] --> ,0.0,45.67132075471744,-22.83566037735872,0.0009363236832499123,1.5016731260587035e-09,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.22715403533959e-05,-0.007288101448971232,0.0012198066316219944,0.0005027010693880184,-3.3063117592419555e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.007284415716455443,0.001832510988474365,0.0008831317329846502,9.970935686109124e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.006550344171445042,0.0013594059673813187,0.0006444302208647005,-2.629742095874074e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.006481044328727687,0.0014294133208774336
2.0,DM_10fthf7glu,10-formyltetrahydrofolate-[Glu](7) Demand,10fthf7glu[cA] --> ,0.0,0.0,0.0,0.0009363236832499123,7.962352029277253e-10,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.2271540352755245e-05,-0.009725422949676578,0.0014170859934000675,0.0005027010693880184,-1.633278603024835e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.00970978324099293,0.0019890930571958717,0.0008831317329846502,5.850808643137039e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.008682381473057162,0.0013864589976550056,0.0006444302208647005,-1.2987622274572535e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.008576903824572603,0.0014513625519235196
3.0,DM_5thf,pentaglutamyl folate (THF) Demand,5thf[cA] --> ,0.0,95.54754716981228,-47.77377358490614,0.0009363236832499123,1.5046468668852933e-09,-0.0013681319573325813,-0.00016256946971037058,-0.00013552291388299397,-6.119076131365436e-05,-0.0072879379987989094,0.0012189670622936373,0.0005027010693880184,-3.314547337634364e-07,-0.0013681319573325813,-0.00043558931936511856,-0.0014014550053270945,-0.0005424465439897255,-0.007284252511885359,0.0018318316698409368,0.0008831317329846502,9.983012604036856e-10,-0.0013681319573332215,-0.0015498383410413972,-0.0004189019222206283,-0.0015819299681725598,-0.0065501965732159,0.001359275744554542,0.0006444302208647005,-2.6362960810648755e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.006480903288896458,0.0014293180940339145
4.0,DM_6dhf,haxglutamyl folate (DHF) Demand,6dhf[cA] --> ,0.0,-228.3566037735872,114.1783018867936,0.0009363236832499123,1.5016212305492878e-09,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.22715403533959e-05,-0.007288119047672312,0.0012190980463705054,0.0005027010693880184,-3.306154810599796e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.007284433228349357,0.0018319485498348926,0.0008831317329846502,9.970741878805507e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.006550359566339275,0.0013593087865137726,0.0006444302208647005,-2.629617175076901e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.006481059462431164,0.0014293344729514898
5.0,DM_6thf,hexaglutamyl folate (THF) Demand,6thf[cA] --> ,0.0,49.876226415094834,-24.938113207547417,0.0009363236832499123,1.5016736065726795e-09,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.22715403533959e-05,-0.007288101432538548,0.0012198076884598569,0.0005027010693880184,-3.3063121628736033e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.0072844156980475545,0.0018325117795530879,0.0008831317329846502,9.970943694675388e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.006550344144310566,0.0013594060700106905,0.0006444302208647005,-2.6297424034029623e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.006481044312823804,0.0014294134318016535
6.0,DM_7dhf,heptaglutamyl folate (DHF) Demand,7dhf[cA] --> ,0.0,-274.02792452830465,137.01396226415233,0.0009363236832499123,7.962358436130263e-10,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.2271540352755245e-05,-0.009725422950186002,0.0014170821852680544,0.0005027010693880184,-1.6332785934145567e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.009709783241498222,0.0019890900346706164,0.0008831317329846502,5.850808643137039e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.008682381473500403,0.001386458475484875,0.0006444302208647005,-1.2987622178469752e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.00857690382500887,0.0014513621282641832
7.0,DM_7thf,heptaglutamyl folate (THF) Demand,7thf[cA] --> ,0.0,4.204905660377392,-2.102452830188696,0.0009363236832499123,7.962355232703757e-10,-0.0013681319573325813,-0.00015523788308836054,-0.00013552291388299397,-5.2271540352755245e-05,-0.009725422949593212,0.0014170859990827592,0.0005027010693880184,-1.6332786094316876e-07,-0.0013681319573325813,-0.00043558807310400564,-0.0014014550053270945,-0.0005424221338293581,-0.009709783240898108,0.001989093061449797,0.0008831317329846502,5.850808643137039e-10,-0.0013681319573332215,-0.0015449964829565837,-0.0004189019222206283,-0.0015791278283687404,-0.008682381472915146,0.0013864589982082887,0.0006444302208647005,-1.2987622274572535e-07,-0.0013681319573332215,-0.0014840405544922222,-0.0010992239455098758,-0.0014015017118611216,-0.008576903824490762,0.0014513625525189946
8.0,DM_ahcys,ahcys demand,ahcys[cA] --> ,0.0,6.350691823899405,-3.1753459119497025,0.0009363236832499123,2.5096152597527957e-09,-0.0013681319573325813,-0.00016368211245907052,-0.00013552291388299397,1.5054360991292502e-05,-0.006073169603379335,0.0011803728194503505,0.0005027010693880184,-6.212604673785946e-07,-0.0013681319573325813,-0.0004067634176158404,-0.0014014550053270945,-0.00047518769494274833,-0.006075470466686112,0.0018020172561147188,0.0008991936785482812,1.3281060320867328e-09,-0.0013681319573332215,-0.0015924526814186336,-0.00038414631973258414,-0.0016427828200130225,-0.005487548569589236,0.0013542043672418235,0.0006444302208647005,-4.943094263062167e-07,-0.0013681319573332215,-0.0014858879697757814,-0.0010992239455098758,-0.001414584485267304,-0.005436245982711612,0.0014251365050702313
9.0,DM_atp(c),atp demand,atp[cA] + h2o[cA] --> adp[cA] + h[cA] + pi[cA],0.0,-1.259999999999986,0.629999999999993,0.002688473609087193,0.003544306424993013,0.004605769087300069,-0.0009487969907574776,0.000831016658597972,-0.0007269691311895923,0.0002585985778286105,0.0008880275752987498,0.0009871763612317877,-0.034036233574082794,-0.0013681319573325813,-0.0003760295997516247,-4.500140935138381e-05,-0.00044189377903497044,9.412563993869985e-05,0.00487378289454558,0.003213982749552172,0.02805026582937921,0.016694013711086017,-0.006324391283558446,0.0008574572903629909,-0.005765931605048881,0.001375542721823136,-0.0012606884607909072,0.0012407845669264164,-0.023283235390003963,-0.0013681319573332215,-0.0014861629423608804,8.803689882686757e-05,-0.001389957446527883,-0.0001032153813127596,0.004209126627539893
